results;Score;Label
the people understand dark jokes yak;0,138525391;positive
pansos are willing to stupid dark jokes rich gin kabung conditions;-0,011037191;negative
hard the brain doesnt arrive at the dark jokes banned looking;0,014190674;positive
pliiiisss teach gunain sosmed teach dark jokes rich;0,061313629;positive
dark jokes;0,188110352;positive
different the concept of brother jagomisalnya the family of the victim becomes dark jokes;0,073920356;positive
i mean gin its a pretext of pretending to understand the dark jokes gtmksd;0,011230469;positive
rigid jokes nangkep dark jokes hahah out get sone air touch some grass;0,03261384;positive
dark jokes payati pause;0,125305176;positive
jokes laugh after trying to try dark jokes jokes biased;0,196014404;positive
nok tulung plate teaser mak gawe dark jokes clock ngopo nang kon;0,009439786;positive
jokes is right until dark jokes ddd;0,214741516;positive
dark jokes temanteman except emples empathy;0,062744141;positive
saiki ramene dark gaonok jokes;0,01171875;positive
geli bet funny dark jokes embuelembel;0,030598958;positive
jiaaa mojokin tweet ken emang dark jokes brand;0,071602958;positive
dark jokes dont dark jokes candy cap;0,107073103;positive
the cool edgy is working on lawa dark jokes chuuaaakkksssssss;0,037667493;positive
mending said that it didnt fall into an empathy of the cool tai dark jokes jokes;0,06171875;positive
dark jokes! what is serious;0,141031901;positive
skip pansos gataau dark jokes;-0,00703125;negative
dark jokes intention to see the situation;0,07285271;positive
bacot dark jokes.;0,01953125;positive
dont boost shut up not just dark jokes;-0,075244141;negative
iyaaa ngernti dark jokes;0,014648438;positive
yag gin fucked a smart understanding dark jokes;0,094308036;positive
the draft is diamonded by ahahaha bomb dedeee dark jokes;0,00390625;positive
really fesss rich caper yesterday dark jokes;0,090894427;positive
ttapi dark jokes sist;0,014648438;positive
angeeeeelll dikon asahas mbokne gawe dark jokes;0,008370536;positive
pdah dark jokes hell;-0,091796875;negative
dark jokes really kakaaaakk jatohnya cringe block;0,093226842;positive
era dark jokes join scuderia ferrari season;0,006138393;positive
why should dark jokes jokes funny charm;0,177587891;positive
kaaa pda ngerni dark jokes mas dark jokes hell;0,001003689;positive
optimistic hell gataau jokes where please still just dark jokes jokes;0,134250217;positive
people drag jokez models eat dark jokes cokol sodara fucking;0,026977539;positive
try funny about lawa balut dark jokes;0,040079753;positive
pulici ngernti dark jokes please love xixixi;0,213745117;positive
gtw dark jokes;0,01953125;positive
hide behind dark jokes;0,125406901;positive
tau dark jokes cela bring asa;0,008626302;positive
when the poor people empathy dark jokes tebar manamana;0,052286784;positive
dark jokes broken togrong bring public socmed goblok dhea;0,04017967;positive
dark jokes trying ride wave get engagement pathetic;-0,005130899;negative
cok pardiedie dark jokes bored ethics buron community organizations;0,028211806;positive
intention of ken dark jokes bang liat condition;0,017020089;positive
i dont use dark jokes;0,017089844;positive
rigid anjirdark jokes non nctzen stfu;-0,068359375;negative
dark jokes gataau report friends promotions holiday pand;0,070465088;positive
i know dark jokes makes a rich taste;0,122590383;positive
dark jokes afraid;-0,036051432;negative
dhea milkitasoklat such dumbass disaster can dark jokes pilot;-0,058419364;negative
dark jokes purpose ramassuk blas;0,075244141;positive
said dark jokes;0,020182292;positive
dark dark jokes funny funny;-0,011474609;negative
talk about social media curhatin sosmed;-0,000366211;negative
dark jokes wtfs content;0,094055176;positive
sometimes it cant get a dark jokes race;0,08223009;positive
dhea out jokes is the people of twitter already stupid first out of funny jokes jug;0,05;positive
so the dark dark jokes disaster is the name of the joked retuit content;-0,074707031;negative
pretentious dark jokes season;0,045898438;positive
god the plan is a good plan hopefully the family is steadfast;0,160534876;positive
dark dark jokes lord taboo becomes jokes creating wrashing jokes goblok;0,078591087;positive
maybe a stupid connection of the user but boykot tiktok but its a lot of stupid tiktokers;-0,10546875;negative
pretentious nak dark jokes pulak bodo;0,073120117;positive
segregated saying dark jokes;0,015136719;positive
dhea women conscience type thinks dark jokes;0,060128348;positive
yesterday dark jokes;0,017333984;positive
dark jokes effects know empathy;0,049975586;positive
sok elite elite canda dark jokes name;0,045572917;positive
bad community assembly funny indonesia sok open minded dark jokes dark jokes tai cat kyk gin;-0,00542555;negative
pretentious funny funny ngejadin lwa disaster granted lgsg;0,022460938;positive
funny gathering cuit foolish dark jokes hope account law;0,06104872;positive
dark jokes easy jokes sensitive problem accept dark jokes;0,1159935;positive
hypocrisy dih child twitter twitter twitter loves canda sensitive dark jokes;0,062855114;positive
create dark jokes sjy sjy chuakz people listen to chokimuslim socco liberals;0,007457386;positive
dhea stop bagak dark jokes dark jokes tai cat twitter ngejokes;0,066861239;positive
i like darkjokes in rich dark jokes;0,125445557;positive
the sad news of the dark jokes;-0,10546875;negative
dark jokes build wc jt corrupt corruption;0,03086635;positive
cool kids twt pretentious dark viral jokes;0,09085519;positive
dark jokes empathy brain emang;0,083837891;positive
dark jokes dark jokes joko;0,150488281;positive
the plane fell source dark jokes anget pan;0,008370536;positive
like the dark jokes tragedy of the plane falling good collected airplane collected by the sea;0,018630612;positive
this person sick dark jokes is really;0,004882813;positive
dark jokes mbiakkk.;0,125406901;positive
dark filter flow jokes;0,094055176;positive
sometimes it has been divided into being rich in gin make alib;0,030325572;positive
just dont have normal gapunjak;-0,067708333;negative
dark jokes sriwijaya airplane stupid gobok;-0,012817383;negative
twitter nopo will gabisa opto control metu charm charms galau;0,067925347;positive
god is sick of dark jokes differences tweet;0,034057617;positive
dark jokes golake filter gin son horus king dzulumat;0,045288086;positive
sometimes wonder humans dont empathize label dark jokes;0,050292969;positive
seharmless maki said the benefits of the momentum of seeing the benefits;0,01196371;positive
when dark jokes but membatiin the situation of the condition;0,072900391;positive
jokes cok pardede not label dark jokes say cowardly jokes;0,121337891;positive
gsp the empathy is the turn of love dark dark jokes;0,008937291;positive
dark jokes bated jokes canda pala i step on the bright street lights;0,099623108;positive
handsome mas really thinking or funny comika content;0,205043248;positive
dark jokes add join cokidzulumat;0,101867676;positive
can cajokes family disaster relatives sorrow fucked victims;-0,066964286;negative
jokes account situation condition of hype respect so lawak mall;0,08996582;positive
different ye dark jokes has no sympathy for empathy;0,085286458;positive
gewlaa is cool dark jokes abiez is cool;0,125854492;positive
understand the dark jokes tai;0,0625;positive
cok like dark jokes ttp pny oon human human;0,047027588;positive
tambun gabisa different dark jokes dead;0,03050499;positive
naq dark jokes miris;0,014648438;positive
disaster pretentious dark jokes;-0,047851563;negative
okay tomorrow the dark jokes family;0,00546875;positive
ordinary emang dark jokes empathy;-0,00078125;negative
im delicious dark jokes ngga rich jokes recipe kakawa samsek tomorrow bes;0,094912211;positive
dark jokes warm news very blunder;0,0171875;positive
dark jokes is like;0,188110352;positive
dont understand dark jokes really allah stupidhhhh bgttttt;0,08984375;positive
protected dark jokes open minded;-0,039208984;negative
false of the dark jokes ambar;-0,019989014;negative
the idiot of dea a sense of the position of the family of the victim ye kanda rich is pretext;0,020140076;positive
thank dark jokes this situation youre making this stupid jokes world;0,000438267;positive
feel bad parents who have to like dark jokes the impression of the impression of sadness;-0,080947876;negative
rich gin so jokes the heart of dark jokes conscience looks at the situation;0,082929823;positive
ngerni dark jokes dtempatin according to situasiny father exit dark jokes gaad;0,0078125;positive
the state of sorrow becomes the material of the dark jokes benerbener abis think;-0,047743056;negative
hide dark jokes remember saying funny relative taste different;0,064127604;positive
lots of dark jokes content;0,093078613;positive
alma neng likes dark jokes wakwakakakak;0,127156576;positive
i prayed the family of the victims of the plane crashed after jokes;0,060112;positive
funny not dark jokes sarcassator assembly;-0,056494141;negative
i didnt have empathy i didnt have any names behind dark jokes;0,00390625;positive
sand sand iq gorila literacy bontot seasteng believes covid conspi;0,022265625;positive
people have plunged attitude attitude canda overdose jokes;0,063616071;positive
think revealed using a funny name on typing cok;0,022879464;positive
wiyne dark jokes barest minimum human decency;0,084263393;positive
dark jokes gin is funny brain sometimes like to use;0,087785993;positive
mbamas also dark jokes for funny mending laughing heart;0,004638672;positive
like wonder the mindset of gin dark jokes cokk dark jokes your uleg sempal;0,048312717;positive
dark jokes published public consumption;0,062744141;positive
kind dark jokes isnt even joke;0,047526042;positive
dark jokes when spills disaster is the name of the followers;-0,0390625;negative
dark jokes rich trend mbak falls autistic goblok;0,030223965;positive
jokes i laughed really to the dark jokes;0,19140625;positive
innalilahi rip victim victims sincerely accept good prayers;0,080836669;positive
jeniuspintar identical dark jokes here dark jokes identical ora;0,030426025;positive
different dark jokes shit jokes come cool maksse cute funny tragedy wonder ckckckck;0,129395162;positive
dark jokes;0,188110352;positive
ken ngejokes dark on behalf of cock dark dark dark;-0,1902771;negative
cajokes wrashes sriwijaya water goblow godson for maya news clean canda ent;0,023662654;positive
sometimes wonder humans do not empathy labels dark jokes rights for rights;-0,012288411;negative
dark jokes gataau bund;0,094055176;positive
dark jokes dark jokes tai cat;0,122802734;positive
i stupid i see the jokes wretched airplane sriwijaya air dark jokes dark jokes tai horse;0,020902635;positive
as a result of a lot of dark jokes what it doesnt need to be surprised;0,074422201;positive
